,q
5372,6054.56
5373,6160.56
5374,6151.56
5375,6151.56
5376,6154.92
5377,6058.56
5378,6067.56
5379,6174.92
5380,6405.56
5381,6061.56
5382,6123.56
5383,6243.92
5384,6061.56
5385,6267.56
5386,6155.56
5387,6228.56
5388,6228.92
5389,6168.92
5390,6400.56
5391,6574.56
5392,6071.56
5393,6079.56
5394,6183.92
5395,6356.56
5396,6041.56
5397,6176.56
5398,6056.56
5399,6316.56
5400,6198.92
5401,6079.56
5402,6053.56
5403,6116.56
5404,6239.56
5405,6165.92
5406,6066.56
5407,6364.64
5408,6074.56
5409,6182.56
5410,6056.56
5411,6068.56
5412,6294.56
5413,6252.92
5414,6035.56
5415,6045.56
5416,6227.92
5417,6108.56
5418,6114.56
5419,6270.56
5420,6270.92
5421,6363.28
5422,6155.56
5423,6094.56
5424,6159.92
5425,6142.92
5426,6399.56
5427,6273.92
5428,6190.56
5429,6148.92
5430,6072.56
5431,6218.92
5432,6190.56
5433,6049.56
5434,6381.28
5435,6154.92
5436,6146.56
5437,6053.56
5438,6053.56
5439,6164.56
5440,6269.56
5441,6159.56
5442,6272.56
5443,6080.56
5444,6073.56
5445,6064.56
5446,6160.92
5447,6217.56
5448,6089.56
5449,6068.56
5450,6086.56
5451,6092.56
5452,6329.56
5453,6166.56
5454,6216.92
5455,6247.56
5456,6097.56
5457,6151.92
5458,6154.56
5459,6066.56
5460,6300.28
5461,6166.92
5462,6143.56
5463,6183.56
5464,6254.28
5465,6139.56
5466,6095.56
5467,6170.92
5468,6051.56
5469,6142.92
5470,6272.28
5471,6090.56
5472,6037.56
5473,6365.56
5474,6055.56
5475,6092.56
5476,6044.56
5477,6252.28
5478,6274.56
5479,6218.56
5480,6332.92
5481,6176.56
5482,6356.92
5483,6252.56
5484,6342.56
5485,6046.56
5486,6066.56
5487,6095.56
5488,6078.56
5489,6138.56
5490,6064.56
5491,6261.28
5492,6328.92
5493,6175.92
5494,6374.56
5495,6074.56
5496,6149.56
5497,6054.56
5498,6069.56
5499,6057.56
5500,6162.92
5501,6107.56
5502,6153.56
5503,6158.56
5504,6081.56
5505,6064.56
5506,6165.56
5507,6058.56
5508,6169.56
5509,6062.56
5510,6170.92
5511,6159.56
5512,6048.56
5513,6372.92
5514,6255.56
5515,6080.56
5516,6052.56
5517,6048.56
5518,6166.92
5519,6153.56
5520,6375.56
5521,6068.56
5522,6104.56
5523,6056.56
5524,6191.56
5525,6166.92
5526,6228.56
5527,6100.56
5528,6159.92
5529,6153.56
5530,6037.56
5531,6190.92
5532,6366.92
5533,6209.56
5534,6054.56
5535,6304.92
5536,6057.56
5537,6149.56
5538,6052.56
5539,6300.92
5540,6329.28
5541,6268.56
5542,6068.56
5543,6349.56
5544,6042.56
5545,6285.56
5546,6057.56
5547,6154.92
5548,6261.56
5549,6089.56
5550,6377.56
5551,6474.92
5552,6175.56
5553,6202.56
5554,6400.56
5555,6078.56
5556,6064.56
5557,6160.92
5558,6057.56
5559,6194.92
5560,6049.56
5561,6067.56
5562,6071.56
5563,6105.56
5564,6185.56
5565,6170.92
5566,6061.56
5567,6128.92
5568,6106.56
5569,6174.56
5570,6199.56
5571,6374.92
5572,6500.92
5573,6249.92
5574,6360.92
5575,6119.56
5576,6175.92
5577,6265.56
5578,6068.56
5579,6357.64
5580,6118.56
5581,6071.56
5582,6155.92
5583,6170.56
5584,6295.56
5585,6202.56
5586,6117.56
5587,6141.56
5588,6280.92
5589,6051.56
5590,6193.92
5591,6061.56
5592,6167.56
5593,6411.56
5594,6212.56
5595,6094.56
5596,6189.56
5597,6086.56
5598,6193.56
5599,6162.56
5600,6151.56
5601,6094.56
5602,6075.56
5603,6069.56
5604,6265.92
5605,6228.92
5606,6270.56
5607,6199.56
5608,6097.56
5609,6072.56
5610,6160.92
5611,6161.56
5612,6160.56
5613,6156.92
5614,6059.56
5615,6261.56
5616,6289.56
5617,6190.92
5618,6169.92
5619,6276.56
5620,6182.92
5621,6260.92
5622,6168.56
5623,6143.56
5624,6258.92
5625,6257.28
5626,6110.56
5627,6057.56
5628,6070.56
5629,6203.92
5630,6061.56
5631,6089.56
5632,6179.56
5633,6058.56
5634,6063.56
5635,6065.56
5636,6087.56
5637,6076.56
5638,6161.56
5639,6155.56
5640,6087.56
5641,6126.56
5642,6361.56
5643,6163.92
5644,6063.56
5645,6174.56
5646,6089.56
5647,6074.56
5648,6093.56
5649,6154.56
5650,6383.56
5651,6184.92
5652,6083.56
5653,6338.28
5654,6145.56
5655,6135.56
5656,6273.56
5657,6067.56
5658,6351.56
5659,6171.92
5660,6142.56
5661,6253.56
5662,6199.56
5663,6066.56
5664,6097.56
5665,6261.92
5666,6069.56
5667,6222.56
5668,6145.56
5669,6108.56
5670,6070.56
5671,6052.56
5672,6045.56
5673,6095.56
5674,6080.56
5675,6268.28
5676,6272.92
5677,6076.56
5678,6063.56
5679,6154.92
5680,6035.56
5681,6150.92
5682,6147.56
5683,6147.92
5684,6243.56
5685,6101.56
5686,6057.56
5687,6456.28
5688,6056.56
5689,6056.56
5690,6356.28
5691,6060.56
5692,6089.56
5693,6083.56
5694,6515.28
5695,6042.56
5696,6145.92
5697,6518.92
5698,6044.56
5699,6204.92
5700,6172.56
5701,6173.56
5702,6096.56
5703,6069.56
5704,6070.56
5705,6163.92
5706,6305.56
5707,6267.92
5708,6246.28
5709,6078.56
5710,6150.56
5711,6275.56
5712,6252.56
5713,6470.92
5714,6159.92
5715,6263.92
5716,6184.56
5717,6175.56
5718,6077.56
5719,6179.92
5720,6149.92
5721,6292.92
5722,6197.56
5723,6261.56
5724,6083.56
5725,6212.56
5726,6269.56
5727,6244.92
5728,6077.56
5729,6193.56
5730,6043.56
5731,6073.56
5732,6138.56
5733,6149.56
5734,6162.56
5735,6207.56
5736,6348.56
5737,6162.56
5738,6192.56
5739,6066.56
5740,6041.56
5741,6076.56
5742,6039.56
5743,6071.56
5744,6096.56
5745,6042.56
5746,6252.56
5747,6116.56
5748,6069.56
5749,6199.56
5750,6096.56
5751,6094.56
5752,6255.56
5753,6057.56
5754,6205.56
5755,6057.56
5756,6150.92
5757,6395.92
5758,6164.92
5759,6067.56
5760,6054.56
5761,6144.56
5762,6457.28
5763,6280.56
5764,6258.56
5765,6456.64
5766,6161.92
5767,6080.56
5768,6296.92
5769,6056.56
5770,6175.56
5771,6286.56
5772,6047.56
5773,6273.56
5774,6252.92
5775,6047.56
5776,6056.56
5777,6314.56
5778,6068.56
5779,6198.92
5780,6071.56
5781,6249.92
5782,6343.56
5783,6174.56
5784,6153.56
5785,6199.56
5786,6092.56
5787,6194.56
5788,6067.56
5789,6171.92
5790,6274.56
5791,6251.92
5792,6061.56
5793,6068.56
5794,6136.56
5795,6268.28
5796,6179.56
5797,6075.56
5798,6187.56
5799,6065.56
5800,6358.92
5801,6166.92
5802,6246.28
5803,6180.56
5804,6173.56
5805,6141.56
5806,6180.56
5807,6176.92
5808,6043.56
5809,6067.56
5810,6156.56
5811,6160.56
5812,6187.56
5813,6366.92
5814,6279.56
5815,6142.56
5816,6276.56
5817,6058.56
5818,6084.56
5819,6055.56
5820,6110.56
5821,6155.56
5822,6070.56
5823,6064.56
5824,6250.28
5825,6046.56
5826,6159.92
5827,6087.56
5828,6066.56
5829,6091.56
5830,6310.56
5831,6064.56
5832,6176.56
5833,6270.56
5834,6313.56
5835,6460.28
5836,6264.56
5837,6256.56
5838,6044.56
5839,6278.92
5840,6151.92
5841,6044.56
5842,6342.64
5843,6042.56
5844,6141.56
5845,6162.56
5846,6073.56
5847,6194.56
5848,6068.56
5849,6061.56
5850,6054.56
5851,6274.92
5852,6293.56
5853,6063.56
5854,6080.56
5855,6097.56
5856,6189.92
5857,6180.92
5858,6299.56
5859,6057.56
5860,6146.56
5861,6171.56
5862,6049.56
5863,6103.56
5864,6170.92
5865,6218.56
5866,6259.56
5867,6454.92
5868,6050.56
5869,6142.56
5870,6051.56
5871,6142.56
5872,6114.56
5873,6066.56
5874,6075.56
5875,6276.92
5876,6078.56
5877,6148.92
5878,6068.56
5879,6088.56
5880,6104.56
5881,6363.28
5882,6266.56
5883,6116.56
5884,6068.56
5885,6115.56
5886,6201.56
5887,6101.56
5888,6157.92
5889,6075.56
5890,6057.56
5891,6137.56
5892,6159.56
5893,6071.56
5894,6251.56
5895,6174.92
5896,6192.92
5897,6338.56
5898,6152.92
5899,6266.56
5900,6362.28
5901,6040.56
5902,6371.92
5903,6037.56
5904,6046.56
5905,6350.28
5906,6080.56
5907,6243.92
5908,6071.56
5909,6065.56
5910,6044.56
5911,6143.56
5912,6209.56
5913,6094.56
5914,6207.56
5915,6055.56
5916,6128.56
5917,6095.56
5918,6169.56
5919,6398.56
5920,6159.56
5921,6288.56
5922,6176.92
5923,6086.56
5924,6212.56
5925,6286.56
5926,6149.92
5927,6224.56
5928,6079.56
5929,6045.56
5930,6161.56
5931,6414.56
5932,6048.56
5933,6076.56
5934,6145.56
5935,6135.92
5936,6188.56
5937,6130.56
5938,6152.92
5939,6155.92
5940,6043.56
5941,6081.56
5942,6139.56
5943,6069.56
5944,6168.56
5945,6229.56
5946,6154.92
5947,6061.56
5948,6078.56
5949,6182.56
5950,6209.92
5951,6087.56
5952,6088.56
5953,6263.92
5954,6064.56
5955,6153.92
5956,6171.56
5957,6048.56
5958,6095.56
5959,6154.56
5960,6100.56
5961,6164.56
5962,6059.56
5963,6039.56
5964,6160.92
5965,6197.56
5966,6138.92
5967,6161.56
5968,6522.56
5969,6070.56
5970,6077.56
5971,6257.92
5972,6047.56
5973,6061.56
5974,6279.56
5975,6278.56
5976,6050.56
5977,6057.56
5978,6095.56
5979,6085.56
5980,6044.56
5981,6049.56
5982,6102.56
5983,6380.56
5984,6077.56
5985,6105.56
5986,6141.92
5987,6144.56
5988,6175.56
5989,6119.56
5990,6284.56
5991,6158.56
5992,6189.92
5993,6062.56
5994,6080.56
5995,6043.56
5996,6188.56
5997,6096.56
5998,6070.56
5999,6049.56
6000,6234.92
6001,6140.92
6002,6144.56
6003,6054.56
6004,6073.56
6005,6167.56
6006,6166.56
6007,6255.92
6008,6043.56
6009,6360.56
6010,6113.56
6011,6096.56
6012,6161.56
6013,6071.56
6014,6069.56
6015,6084.56
6016,6151.92
6017,6166.56
6018,6265.28
6019,6184.56
6020,6309.56
6021,6040.56
6022,6112.56
6023,6059.56
6024,6153.92
6025,6166.92
6026,6275.92
6027,6269.92
6028,6172.56
6029,6201.56
6030,6167.92
6031,6202.56
6032,6128.56
6033,6090.56
6034,6069.56
6035,6153.92
6036,6178.56
6037,6070.56
6038,6153.56
6039,6046.56
6040,6289.56
6041,6081.56
6042,6178.56
6043,6054.56
6044,6179.56
6045,6174.56
6046,6087.56
6047,6055.56
6048,6058.56
6049,6065.56
6050,6387.56
6051,6043.56
6052,6278.56
6053,6295.92
6054,6370.28
6055,6095.56
6056,6353.28
6057,6060.56
6058,6094.56
6059,6271.92
6060,6155.56
6061,6080.56
6062,6094.56
6063,6048.56
6064,6370.56
6065,6270.92
6066,6073.56
6067,6160.92
6068,6157.92
6069,6264.28
6070,6076.56
6071,6258.28
6072,6425.92
6073,6192.56
6074,6242.56
6075,6151.56
6076,6089.56
6077,6257.56
6078,6070.56
6079,6305.28
6080,6205.56
6081,6137.56
6082,6046.56
6083,6054.56
6084,6153.92
6085,6200.92
6086,6351.64
6087,6276.56
6088,6086.56
6089,6357.56
6090,6084.56
6091,6148.56
6092,6377.56
6093,6050.56
6094,6064.56
6095,6264.92
6096,6084.56
6097,6061.56
6098,6251.92
6099,6290.56
6100,6080.56
6101,6522.56
6102,6481.56
6103,6144.56
6104,6139.56
6105,6173.56
6106,6058.56
6107,6055.56
6108,6114.56
6109,6264.92
6110,6168.56
6111,6120.56
6112,6102.56
6113,6239.56
6114,6354.92
6115,6086.56
6116,6356.92
6117,6125.56
6118,6197.56
6119,6265.28
6120,6402.56
6121,6165.92
6122,6254.92
6123,6031.56
6124,6038.56
6125,6074.56
6126,6247.92
6127,6070.56
6128,6084.56
6129,6158.92
6130,6163.56
6131,6221.56
6132,6054.56
6133,6143.56
6134,6052.56
6135,6080.56
6136,6174.92
6137,6089.56
6138,6167.56
6139,6045.56
6140,6137.56
6141,6076.56
6142,6163.56
6143,6046.56
6144,6153.56
6145,6161.56
6146,6133.56
6147,6075.56
6148,6312.56
6149,6169.56
6150,6095.56
6151,6228.56
6152,6077.56
6153,6168.56
6154,6252.56
6155,6049.56
6156,6326.92
6157,6271.56
6158,6141.56
6159,6032.56
6160,6055.56
6161,6068.56
6162,6048.56
6163,6090.56
6164,6159.56
6165,6181.56
6166,6216.56
6167,6073.56
6168,6261.92
6169,6202.56
6170,6180.56
6171,6156.56
6172,6286.28
6173,6251.92
6174,6188.92
6175,6171.56
6176,6097.56
6177,6069.56
6178,6150.56
6179,6240.56
6180,6293.56
6181,6074.56
6182,6061.56
6183,6250.56
6184,6156.56
6185,6060.56
6186,6205.56
6187,6254.56
6188,6080.56
6189,6047.56
6190,6055.56
6191,6164.92
6192,6166.56
6193,6079.56
6194,6076.56
6195,6281.56
6196,6244.56
6197,6163.56
6198,6173.56
6199,6192.56
6200,6444.64
6201,6169.92
6202,6071.56
6203,6147.56
6204,6045.56
6205,6171.56
6206,6135.56
6207,6075.56
6208,6162.56
6209,6137.56
6210,6050.56
6211,6177.56
6212,6334.56
6213,6363.56
6214,6314.92
6215,6155.56
6216,6266.28
6217,6179.56
6218,6167.56
6219,6260.92
6220,6173.56
6221,6160.92
6222,6061.56
6223,6052.56
6224,6267.28
6225,6285.92
6226,6158.92
6227,6181.92
6228,6338.56
6229,6088.56
6230,6176.56
6231,6062.56
6232,6080.56
6233,6148.92
6234,6139.56
6235,6186.56
6236,6180.56
6237,6060.56
6238,6181.56
6239,6277.56
6240,6145.92
6241,6194.56
6242,6182.56
6243,6062.56
6244,6110.56
6245,6271.56
6246,6168.56
6247,6366.28
6248,6068.56
6249,6140.56
6250,6098.56
6251,6270.92
6252,6094.56
6253,6285.92
6254,6040.56
6255,6108.56
6256,6217.56
6257,6173.92
6258,6069.56
6259,6174.56
6260,6122.56
6261,6045.56
6262,6175.92
6263,6134.56
6264,6064.56
6265,6049.56
6266,6104.56
6267,6187.56
6268,6050.56
6269,6337.56
6270,6276.56
6271,6048.56
6272,6212.92
6273,6140.92
6274,6252.28
6275,6491.92
6276,6160.92
6277,6154.92
6278,6053.56
6279,6076.56
6280,6221.56
6281,6190.56
6282,6143.56
6283,6093.56
6284,6080.56
6285,6053.56
6286,6159.56
6287,6365.92
6288,6097.56
6289,6503.56
6290,6173.92
6291,6150.92
6292,6180.56
6293,6273.56
6294,6067.56
6295,6070.56
6296,6059.56
6297,6259.92
6298,6084.56
6299,6361.56
6300,6091.56
6301,6163.92
6302,6284.56
6303,6229.56
6304,6298.56
6305,6143.56
6306,6079.56
6307,6071.56
6308,6083.56
6309,6155.56
6310,6189.56
6311,6077.56
6312,6176.92
6313,6099.56
6314,6163.92
6315,6058.56
6316,6052.56
6317,6172.92
6318,6244.28
6319,6056.56
6320,6108.56
6321,6076.56
6322,6083.56
6323,6057.56
6324,6171.56
6325,6367.56
6326,6086.56
6327,6158.92
6328,6084.56
6329,6348.28
6330,6095.56
6331,6212.56
6332,6226.92
6333,6147.56
6334,6068.56
6335,6172.92
6336,6135.56
6337,6246.92
6338,6089.56
6339,6072.56
6340,6093.56
6341,6145.56
6342,6355.56
6343,6523.56
6344,6057.56
6345,6060.56
6346,6202.92
6347,6092.56
6348,6075.56
6349,6030.56
6350,6267.56
6351,6053.56
6352,6078.56
6353,6077.56
6354,6198.56
6355,6476.56
6356,6246.56
6357,6138.56
6358,6044.56
6359,6062.56
6360,6061.56
6361,6066.56
6362,6100.56
6363,6182.56
6364,6070.56
6365,6451.92
6366,6058.56
6367,6063.56
6368,6146.56
6369,6072.56
6370,6160.56
6371,6374.92
6372,6229.56
6373,6277.56
6374,6081.56
6375,6051.56
6376,6269.28
6377,6271.56
6378,6063.56
6379,6076.56
6380,6310.92
6381,6258.92
6382,6067.56
6383,6353.28
6384,6260.92
6385,6349.64
6386,6069.56
6387,6359.92
6388,6176.92
6389,6229.56
6390,6097.56
6391,6091.56
6392,6263.92
6393,6252.92
6394,6292.56
6395,6182.56
6396,6164.92
6397,6110.56
6398,6162.56
6399,6054.56
6400,6254.56
6401,6156.56
6402,6185.56
6403,6067.56
6404,6063.56
6405,6047.56
6406,6094.56
6407,6211.56
6408,6252.92
6409,6076.56
6410,6134.56
6411,6045.56
6412,6241.56
6413,6343.56
6414,6176.56
6415,6230.92
6416,6094.56
6417,6133.92
6418,6067.56
6419,6093.56
6420,6259.28
6421,6250.56
6422,6194.56
6423,6297.92
6424,6163.56
6425,6067.56
6426,6047.56
6427,6155.92
6428,6085.56
6429,6408.56
6430,6089.56
6431,6080.56
6432,6164.56
6433,6158.56
6434,6032.56
6435,6167.56
6436,6037.56
6437,6052.56
6438,6182.56
6439,6286.56
6440,6289.56
6441,6242.92
6442,6067.56
6443,6166.92
6444,6223.56
6445,6254.28
6446,6114.56
6447,6308.92
6448,6096.56
6449,6600.56
6450,6402.28
6451,6075.56
6452,6189.92
6453,6169.56
6454,6388.56
6455,6071.56
6456,6063.56
6457,6064.56
6458,6206.56
6459,6039.56
6460,6273.56
6461,6081.56
6462,6368.56
6463,6146.92
6464,6051.56
6465,6076.56
6466,6043.56
6467,6301.28
6468,6151.56
6469,6101.56
6470,6262.56
6471,6089.56
6472,6208.92
6473,6293.56
6474,6073.56
6475,6086.56
6476,6205.56
6477,6338.56
6478,6072.56
6479,6465.92
6480,6287.56
6481,6293.28
6482,6115.56
6483,6068.56
6484,6055.56
6485,6185.92
6486,6194.56
6487,6163.56
6488,6148.56
6489,6166.56
6490,6067.56
6491,6190.56
6492,6173.56
6493,6053.56
6494,6289.56
6495,6084.56
6496,6279.56
6497,6096.56
6498,6172.56
6499,6058.56
6500,6360.56
6501,6311.56
6502,6069.56
6503,6054.56
6504,6051.56
6505,6269.56
6506,6047.56
6507,6386.28
6508,6162.92
6509,6042.56
6510,6053.56
6511,6264.56
6512,6251.28
6513,6076.56
6514,6092.56
6515,6060.56
6516,6068.56
6517,6319.92
6518,6176.92
6519,6092.56
6520,6048.56
6521,6172.92
6522,6256.92
6523,6074.56
6524,6200.56
6525,6077.56
6526,6037.56
6527,6175.56
6528,6048.56
6529,6070.56
6530,6040.56
6531,6179.56
6532,6065.56
6533,6072.56
6534,6070.56
6535,6272.92
6536,6209.92
6537,6079.56
6538,6301.56
6539,6145.56
6540,6189.92
6541,6039.56
6542,6069.56
6543,6051.56
6544,6248.56
6545,6149.56
6546,6081.56
6547,6079.56
6548,6444.92
6549,6098.56
6550,6152.56
6551,6157.56
6552,6051.56
6553,6063.56
6554,6273.56
6555,6153.92
6556,6064.56
6557,6085.56
6558,6267.92
6559,6142.92
6560,6098.56
6561,6077.56
6562,6047.56
6563,6182.56
6564,6107.56
6565,6252.28
6566,6058.56
6567,6175.92
6568,6170.92
6569,6068.56
6570,6069.56
6571,6053.56
6572,6254.92
6573,6111.56
6574,6145.56
6575,6061.56
6576,6502.56
6577,6401.56
6578,6088.56
6579,6057.56
6580,6269.28
6581,6061.56
6582,6092.56
6583,6171.56
6584,6415.56
6585,6276.56
6586,6275.56
6587,6152.92
6588,6072.56
6589,6450.28
6590,6058.56
6591,6057.56
6592,6387.56
6593,6168.56
6594,6325.56
6595,6079.56
6596,6320.56
6597,6186.56
6598,6184.56
6599,6077.56
6600,6187.56
6601,6160.56
6602,6090.56
6603,6125.56
6604,6296.92
6605,6130.56
6606,6157.56
6607,6188.92
6608,6208.56
6609,6040.56
6610,6067.56
6611,6065.56
6612,6161.92
6613,6362.28
6614,6182.56
6615,6156.92
6616,6045.56
6617,6061.56
6618,6187.92
6619,6092.56
6620,6170.56
6621,6065.56
6622,6090.56
6623,6187.56
6624,6288.92
6625,6463.92
6626,6180.56
6627,6190.56
6628,6048.56
6629,6272.56
6630,6430.92
6631,6074.56
6632,6167.56
6633,6147.92
6634,6161.92
6635,6210.56
6636,6106.56
6637,6172.92
6638,6359.92
6639,6167.56
6640,6159.92
6641,6045.56
6642,6169.92
6643,6142.92
6644,6175.92
6645,6148.56
6646,6067.56
6647,6154.56
6648,6147.56
6649,6154.56
6650,6057.56
6651,6457.64
6652,6254.56
6653,6055.56
6654,6090.56
6655,6159.56
6656,6371.56
6657,6099.56
6658,6177.56
6659,6079.56
6660,6128.56
6661,6280.56
6662,6201.92
6663,6175.56
6664,6200.56
6665,6124.56
6666,6043.56
6667,6345.92
6668,6050.56
6669,6063.56
6670,6096.56
6671,6047.56
6672,6041.56
6673,6176.56
6674,6071.56
6675,6166.56
6676,6033.56
6677,6245.92
6678,6338.56
6679,6372.28
6680,6076.56
6681,6054.56
6682,6067.56
6683,6130.56
6684,6094.56
6685,6148.92
6686,6065.56
6687,6275.56
6688,6469.64
6689,6075.56
6690,6063.56
6691,6420.56
6692,6060.56
6693,6416.92
6694,6048.56
6695,6281.56
6696,6328.56
6697,6065.56
6698,6148.92
6699,6066.56
6700,6448.56
6701,6069.56
6702,6069.56
6703,6215.56
6704,6268.56
6705,6176.56
6706,6308.56
6707,6155.56
6708,6304.56
6709,6097.56
6710,6171.56
6711,6140.56
6712,6265.28
6713,6050.56
6714,6162.56
6715,6285.92
6716,6115.56
6717,6255.92
6718,6111.56
6719,6192.92
6720,6073.56
6721,6203.92
6722,6180.92
6723,6038.56
6724,6166.56
6725,6204.56
6726,6145.56
6727,6142.56
6728,6177.56
6729,6288.56
6730,6067.56
6731,6203.56
6732,6210.56
6733,6158.56
6734,6107.56
6735,6185.56
6736,6182.56
6737,6286.56
6738,6182.56
6739,6185.56
6740,6076.56
6741,6180.92
6742,6088.56
6743,6171.56
6744,6036.56
6745,6072.56
6746,6171.56
6747,6081.56
6748,6246.92
6749,6101.56
6750,6093.56
6751,6176.56
6752,6066.56
6753,6040.56
6754,6158.56
6755,6351.64
6756,6086.56
6757,6284.56
6758,6281.56
6759,6170.56
6760,6077.56
6761,6057.56
6762,6463.92
6763,6096.56
6764,6136.56
6765,6052.56
6766,6061.56
6767,6168.92
6768,6181.56
6769,6058.56
6770,6070.56
6771,6262.56
6772,6059.56
6773,6067.56
6774,6181.92
6775,6108.56
6776,6187.56
6777,6153.92
6778,6077.56
6779,6176.56
6780,6165.56
6781,6294.92
6782,6156.92
6783,6139.92
6784,6062.56
6785,6152.56
6786,6254.56
6787,6141.56
6788,6183.56
6789,6214.56
6790,6284.56
6791,6100.56
6792,6148.56
6793,6039.56
6794,6175.56
6795,6161.56
6796,6155.56
6797,6271.92
6798,6354.92
6799,6101.56
6800,6036.56
6801,6143.92
6802,6256.56
6803,6283.56
6804,6066.56
6805,6324.56
6806,6149.92
6807,6179.56
6808,6097.56
6809,6081.56
6810,6162.56
6811,6373.56
6812,6148.92
6813,6174.92
6814,6188.56
6815,6072.56
6816,6213.56
6817,6162.92
6818,6090.56
6819,6172.92
6820,6321.56
6821,6191.56
6822,6068.56
6823,6148.92
6824,6048.56
6825,6248.56
6826,6140.92
6827,6041.56
6828,6059.56
6829,6075.56
6830,6075.56
6831,6156.56
6832,6371.92
6833,6038.56
6834,6173.92
6835,6161.56
6836,6044.56
6837,6264.56
6838,6054.56
6839,6159.56
6840,6349.56
6841,6284.56
6842,6056.56
6843,6065.56
6844,6161.56
6845,6248.92
6846,6060.56
6847,6061.56
6848,6168.56
6849,6155.56
6850,6085.56
6851,6108.56
6852,6078.56
6853,6073.56
6854,6204.56
6855,6240.56
6856,6086.56
6857,6220.56
6858,6130.56
6859,6037.56
6860,6075.56
6861,6055.56
6862,6139.56
6863,6103.56
6864,6238.92
6865,6049.56
6866,6156.56
6867,6095.56
6868,6160.56
6869,6136.56
6870,6035.56
6871,6062.56
6872,6094.56
6873,6303.92
6874,6272.28
6875,6262.92
6876,6281.28
6877,6177.56
6878,6050.56
6879,6155.92
6880,6173.56
6881,6147.56
6882,6156.92
6883,6195.56
6884,6244.56
6885,6078.56
6886,6120.56
6887,6470.28
6888,6065.56
6889,6170.92
6890,6116.56
6891,6070.56
6892,6243.92
6893,6043.56
6894,6246.56
6895,6253.92
6896,6072.56
6897,6106.56
6898,6188.56
6899,6057.56
6900,6044.56
6901,6238.56
6902,6303.56
6903,6050.56
6904,6184.56
6905,6092.56
6906,6050.56
6907,6053.56
6908,6047.56
6909,6119.56
6910,6076.56
6911,6218.56
6912,6051.56
6913,6179.56
6914,6085.56
6915,6208.56
6916,6164.56
6917,6168.56
6918,6252.92
6919,6257.92
6920,6146.92
6921,6213.56
6922,6158.56
6923,6169.92
6924,6210.92
6925,6055.56
6926,6313.56
6927,6101.56
6928,6138.56
6929,6137.56
6930,6067.56
6931,6157.56
6932,6148.92
6933,6180.56
6934,6166.56
6935,6092.56
6936,6068.56
6937,6265.56
6938,6466.92
6939,6157.56
6940,6270.92
6941,6074.56
6942,6042.56
6943,6187.92
6944,6076.56
6945,6110.56
6946,6257.28
6947,6243.56
6948,6156.56
6949,6172.56
6950,6143.56
6951,6043.56
6952,6158.56
6953,6487.56
6954,6238.56
6955,6180.56
6956,6186.56
6957,6157.56
6958,6054.56
6959,6138.92
6960,6247.28
6961,6156.56
6962,6106.56
6963,6466.56
6964,6070.56
6965,6120.56
6966,6162.56
6967,6162.56
6968,6068.56
6969,6069.56
6970,6062.56
6971,6387.92
6972,6072.56
6973,6258.92
6974,6258.92
6975,6141.56
6976,6040.56
6977,6130.56
6978,6067.56
6979,6187.56
6980,6159.56
6981,6087.56
6982,6079.56
6983,6242.28
6984,6119.56
6985,6060.56
6986,6159.92
6987,6179.92
6988,6084.56
6989,6080.56
6990,6065.56
6991,6198.56
6992,6044.56
6993,6060.56
6994,6236.56
6995,6253.92
6996,6053.56
6997,6401.56
6998,6064.56
6999,6068.56
7000,6158.92
7001,6146.56
7002,6046.56
7003,6177.56
7004,6059.56
7005,6035.56
7006,6178.56
7007,6151.56
7008,6046.56
7009,6252.92
7010,6144.56
7011,6151.92
7012,6405.56
7013,6172.92
7014,6126.56
7015,6177.56
7016,6046.56
7017,6301.56
7018,6056.56
7019,6153.56
7020,6269.92
7021,6152.56
7022,6137.56
7023,6156.92
7024,6312.56
7025,6153.56
7026,6199.56
7027,6053.56
7028,6062.56
7029,6139.56
7030,6171.56
7031,6308.28
7032,6061.56
7033,6259.56
7034,6306.56
7035,6275.28
7036,6146.56
7037,6060.56
7038,6087.56
7039,6416.56
7040,6086.56
7041,6171.92
7042,6086.56
7043,6261.56
7044,6292.56
7045,6069.56
7046,6248.28
7047,6184.92
7048,6372.56
7049,6046.56
7050,6058.56
7051,6177.56
7052,6139.56
7053,6270.56
7054,6099.56
7055,6150.56
7056,6323.92
7057,6264.56
7058,6181.56
7059,6052.56
7060,6051.56
7061,6139.56
7062,6045.56
7063,6156.92
7064,6160.56
7065,6156.56
7066,6165.56
7067,6287.56
7068,6173.56
7069,6061.56
7070,6160.56
7071,6302.56
7072,6179.92
7073,6140.56
7074,6073.56
7075,6170.92
7076,6041.56
7077,6180.56
7078,6261.92
7079,6270.92
7080,6366.92
7081,6051.56
7082,6053.56
7083,6170.56
7084,6047.56
7085,6156.56
7086,6193.92
7087,6072.56
7088,6178.56
7089,6202.56
7090,6278.92
7091,6152.56
7092,6186.92
7093,6192.56
7094,6048.56
7095,6141.92
7096,6071.56
7097,6325.92
7098,6422.28
7099,6067.56
7100,6374.28
7101,6084.56
7102,6055.56
7103,6183.56
7104,6050.56
7105,6185.92
7106,6168.56
7107,6058.56
7108,6057.56
7109,6315.56
7110,6160.56
7111,6059.56
7112,6041.56
7113,6162.56
7114,6261.56
7115,6068.56
7116,6133.56
7117,6167.56
7118,6046.56
7119,6196.92
7120,6084.56
